Ano Projeto,Codigo,Tipo de Ação,Titulo,Centro de Ensino,Unidade,Data Inicio,Data Fim,Situacao,Status_macro,Fonte Financiamento
2022,CR161-2022,Curso,CURSO DE INICIAÇÃO EM REIKI - NÍVEL II,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS BIOMÉDICAS,2022-12-02,2022-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR53-2025,Curso,CURSO DE INICIAÇÃO EM REIKI NÍVEL II DOS SISTEMAS USUI E USUI TIBETANO E THE WAY OF THE HEART,CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PROMOÇÃO DA SAÚDE,2025-03-20,2025-05-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR145-2023,Curso,"CURSO DE INICIAÇÃO EM REIKI NÍVEL III A e III B (MESTRE) DOS SISTEMAS USUI, TIBETANO E THE WAY OF THE HEART",CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS BIOMÉDICAS,2023-08-31,2023-12-14,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR146-2025,Curso,Curso de Introdução à Fitoterapia: Saberes Tradicionais e Práticas Integradas de Saúde,PRÓ-REITORIA DE EXTENSÃO  (PROEX),PRÓ-REITORIA DE EXTENSÃO  (PROEX),2025-06-13,2025-12-26,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2025,CR0-2025,Curso,Curso de leitura e conversa Para ficar com o problema ambiental na escola,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE ARTES CÊNICAS,2025-08-11,2025-10-27,NÃO APROVADO PELOS DEPARTAMENTOS,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2025,CR17-2025,Curso,CURSO DE LIBRAS AVANÇADO,CCAE - Centro de Ciências Aplicadas e Educação,CCAE - DEPARTAMENTO DE LETRAS,2025-03-06,2025-04-24,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR62-2023,Curso,CURSO DE  LIBRAS BÁSICO: PRÁTICAS INTRODUTÓRIAS,CCAE - Centro de Ciências Aplicadas e Educação,CCAE - DEPARTAMENTO DE LETRAS,2023-04-27,2023-06-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,PJ391-2020,Projeto,Curso de Libras do nível de I a VI,CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE LÍNGUAS DE SINAIS,2020-04-01,2021-02-25,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR70-2024,Curso,CURSO DE  LIBRAS INTERMEDIÁRIO,CCAE - Centro de Ciências Aplicadas e Educação,CCAE - DEPARTAMENTO DE LETRAS,2024-04-02,2024-05-14,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR230-2024,Curso,CURSO DE  LIBRAS: PRÁTICAS INTRODUTÓRIAS,CCAE - Centro de Ciências Aplicadas e Educação,CCAE - DEPARTAMENTO DE LETRAS,2024-10-02,2024-11-27,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR50-2023,Curso,Curso de Língua Inglesa para estudantes do Ensino Fundamental II,"CCHSA - Centro de Ciências Humanas, Sociais e Agrárias",CCHSA - DEPARTAMENTO DE EDUCAÇÃO,2023-03-13,2023-12-13,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR84-2021,Curso,Curso de Matemática Básica,CCEN - Centro de Ciências Exatas,CCEN - DEPARTAMENTO DE ESTATÍSTICA,2021-09-02,2021-10-07,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR29-2023,Curso,Curso de Piano 2023 - Extensão.,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2023-03-13,2023-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR33-2020,Curso,Curso de Piano (Extensão) 2020.,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2020-03-09,2020-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR179-2025,Curso,Curso de práticas avançadas de conversação em Libras,CCAE - Centro de Ciências Aplicadas e Educação,CCAE - DEPARTAMENTO DE LETRAS,2025-08-15,2025-10-03,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR92-2022,Curso,CURSO DE PRODUÇÃO DE CERVEJA CASEIRA,CTDR - Centro de Tecnologia e Desenvolvimento Regional,CTDR - DEPARTAMENTO DE GASTRONOMIA,2022-09-01,2022-10-01,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR141-2022,Curso,Curso de Programação para Universitários 2022.1,CI - Centro de Informática,CI - DEPARTAMENTO DE SISTEMAS DE COMPUTAÇÃO,2022-10-21,2022-12-16,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR48-2023,Curso,Curso de Programação para Universitários 2022.2,CI - Centro de Informática,CI - DEPARTAMENTO DE INFORMÁTICA,2023-03-31,2023-05-12,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,PJ2021-2025,Projeto,CURSO DE SOBERANIA ALIMENTAR JOSUÉ DE CASTRO,CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DIREÇÃO DE CENTRO,2025-11-01,2026-10-31,APROVADO SEM RECURSOS,Ativo,FINANCIAMENTO INTERNO
2020,PJ880-2020,Projeto,Curso de Teatro para a Terceira Idade,SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO (STI),SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO (STI),2020-06-01,2020-12-31,PROJETO CANCELADO,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2025,CR8-2025,Curso,Curso de Verão em Fisiologia,CBiotec - Centro de Biotecnologia,CBIOTEC - DEPARTAMENTO DE BIOLOGIA CELULAR E MOLECULAR,2025-01-22,2025-01-24,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2020,CR39-2020,Curso,CURSO DE VIOLA - 2020,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2020-03-09,2020-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR153-2020,Curso,Curso de violão on-line para cegos,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE EDUCAÇÃO MUSICAL,2020-10-15,2020-12-18,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR147-2023,Curso,Curso de violão on-line para cegos,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE EDUCAÇÃO MUSICAL,2023-10-02,2024-04-02,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR45-2021,Curso,Curso de violão on-line para cegos - Módulo 2,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE EDUCAÇÃO MUSICAL,2021-03-17,2021-07-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR24-2022,Curso,Curso de Violino Avançado 2022,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2022-03-28,2022-12-16,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR57-2025,Curso,CURSO DE VIOLINO E VIOLA,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-03-10,2025-06-30,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2025,CR159-2025,Curso,CURSO DE VIOLINO E VIOLA - 2025.2,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-08-11,2025-12-12,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2023,CR30-2023,Curso,CURSO DE VIOLINO INICIANTE E INTERMEDIÁRIO,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2023-03-13,2023-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR25-2024,Curso,Curso de violino para alunos iniciantes e intermediários - 2024,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2024-03-12,2024-12-13,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2020,CR0-2020,Curso,Curso EAD: Planilha eletrônica como ferramenta para Docentes,CPT-ETS - COORDENAÇÃO ACADÊMICA GERAL DE CURSOS DA EDUCAÇÃO PROFISSIONAL,CPT-ETS - COORDENAÇÃO ACADÊMICA GERAL DE CURSOS DA EDUCAÇÃO PROFISSIONAL,2020-06-10,2020-07-10,AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS,Em Trâmite,FINANCIAMENTO INTERNO
2021,CR0-2021,Curso,Curso em Terapia Floral,CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PROMOÇÃO DA SAÚDE,2021-05-17,2021-05-28,REPROVADA,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2020,CR61-2020,Curso,Curso em Terapia Floral de Bach,CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PROMOÇÃO DA SAÚDE,2020-05-11,2020-06-05,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR0-2022,Curso,Curso Equidade e Saúde: ações proativas para uma prática efetiva na comunidade,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE ENFERMAGEM EM SAÚDE COLETIVA,2022-09-30,2022-11-30,REPROVADA,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2022,CR136-2022,Curso,Curso Equidade e Saúde: ações proativas para uma prática efetiva na comunidade parte 1,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE ENFERMAGEM EM SAÚDE COLETIVA,2022-10-03,2022-11-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR64-2021,Curso,Curso Equidade e Saúde: formação para extensionistas,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE ENFERMAGEM EM SAÚDE COLETIVA,2021-06-09,2021-07-16,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR133-2025,Curso,Curso Estadual de Agricultura Urbana e Periurbana: Formação e Metodologia Agroecológica,CCSA - Centro de Ciências Sociais Aplicadas,CCSA - DEPARTAMENTO DE GESTÃO PÚBLICA,2025-05-22,2025-07-11,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR79-2024,Curso,Curso Extensão: Educação Continuada na Assistência da Saúde da Mulher na Maturidade  AMORA´S - 2024,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE FISIOTERAPIA,2024-04-18,2024-08-07,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,PJ689-2021,Projeto,CURSO  FORMAÇÃO CONTINUADA DE EDUCADORES EM EDUCAÇÃO DO CAMPO,CE - Centro de Educação,CE - DEPARTAMENTO DE EDUCAÇÃO DO CAMPO,2021-05-03,2022-04-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR120-2022,Curso,Curso instrumental de Libras para profissionais agentes comunitários de saúde do município de Mamanguape,CCAE - Centro de Ciências Aplicadas e Educação,CCAE - DEPARTAMENTO DE LETRAS,2022-10-05,2022-12-14,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR56-2020,Curso,Curso Intermediário de Língua Francesa para a Comunidade Paraibana,SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO (STI),SUPERINTENDÊNCIA DE TECNOLOGIA DA INFORMAÇÃO (STI),2020-04-01,2020-12-16,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR104-2025,Curso,CURSO INTÉRPRETES DO BRASIL: Clássicos do Pensamento Social Brasileiro ,CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE CIÊNCIAS SOCIAIS,2025-04-14,2025-06-16,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2023,CR67-2023,Curso,Curso introdutório ao modelo Soil and Water Assessment Tool (SWAT) 2023,CCEN - Centro de Ciências Exatas,CCEN - DEPARTAMENTO DE GEOCIÊNCIAS,2023-05-22,2023-05-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR52-2025,Curso,CURSO INTRODUTÓRIO DE PRODUÇÃO MUSICAL,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE EDUCAÇÃO MUSICAL,2025-02-20,2025-03-20,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR59-2022,Curso,Curso introdutório do modelo SWAT,CCEN - Centro de Ciências Exatas,CCEN - DEPARTAMENTO DE GEOCIÊNCIAS,2022-06-07,2022-06-16,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR107-2025,Curso,Curso IsF-ANDIFES Conversação em francês  temas socioculturais Turma 1,CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,2025-04-22,2025-05-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR106-2025,Curso,Curso IsF-ANDIFES Conversação em francês  temas socioculturais Turma 2,CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,2025-04-22,2025-05-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR268-2024,Curso,Curso ISF Inglês - Compreensão oral: estratégias (A2),CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,2024-11-25,2024-12-20,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR271-2024,Curso,Curso ISF Inglês: Diferenças culturais (A2),CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,2024-11-25,2024-12-20,PROJETO CANCELADO,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2024,CR269-2024,Curso, Curso ISF Inglês - Estratégias de leitura em língua inglesa (A2),CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,2024-11-25,2024-12-20,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR267-2024,Curso,Curso ISF Inglês: Variedades de língua inglesa (A2),CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,2024-11-25,2024-12-20,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR124-2022,Curso,Curso Línguas Estrangeiras Aplicadas ao Turismo e a Internacionalização para o Desenvolvimento Regional,CCAE - Centro de Ciências Aplicadas e Educação,CCAE - DEPARTAMENTO DE LETRAS,2022-10-03,2022-12-05,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR84-2024,Curso,Curso Livre: Ética do Jornalismo,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE JORNALISMO,2024-04-08,2024-06-10,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR153-2025,Curso,Curso Mulheres em Performance Musical: musicando localmente (2025.2),CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-08-02,2025-11-08,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR138-2021,Curso,CURSO: MULTICULTURALISMO E PESQUISA EM EDUCAÇÃO,CCAE - Centro de Ciências Aplicadas e Educação,CCAE - DEPARTAMENTO DE EDUCAÇÃO,2021-09-30,2021-12-16,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR121-2020,Curso,Curso online de bandolim para iniciantes,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE EDUCAÇÃO MUSICAL,2020-09-01,2020-12-01,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR71-2020,Curso,Curso on-line de violão de 7 cordas,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE EDUCAÇÃO MUSICAL,2020-05-25,2020-08-17,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR32-2021,Curso,Curso online de violão de 7 cordas,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE EDUCAÇÃO MUSICAL,2021-04-01,2021-06-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR33-2021,Curso,Curso Online sobre Enfrentamento ao Tráfico de Pessoas,CCJ - Centro de Ciências Jurídicas,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,2021-03-29,2021-07-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR65-2022,Curso,Curso Online sobre Enfrentamento ao Tráfico de Pessoas,CCJ - Centro de Ciências Jurídicas,CCJ - DEPARTAMENTO DE DIREITO PÚBLICO,2022-09-05,2022-11-10,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR11-2020,Curso,"Curso para experimentações em voz, cena e expressividade de marcadores e marcadoras de quadrilha junina da Paraíba (2020)",CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE ARTES CÊNICAS,2020-03-11,2020-05-20,PROJETO CANCELADO,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2020,CR6-2020,Curso,Curso para não cantores,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2020-02-10,2020-04-10,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR0-2022,Curso,CURSO  PPDE E AÇÕES INTEGRADAS NA REGIÃO NORDESTE,CE - Centro de Educação,CE - DEPARTAMENTO DE EDUCAÇÃO DO CAMPO,2022-08-25,2022-08-26,REPROVADA,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2022,CR97-2022,Curso,CURSO - PPDE E AÇÕES INTEGRADAS NA REGIÃO NORDESTE,CE - Centro de Educação,CE - DEPARTAMENTO DE HABILITAÇÃO PEDAGÓGICA,2022-08-24,2022-08-25,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR100-2022,Curso,CURSO  PPDE E AÇÕES INTEGRADAS NA REGIÃO NORDESTE - BAHIA,CCSA - Centro de Ciências Sociais Aplicadas,CCSA - DEPARTAMENTO DE ADMINISTRACAO,2022-08-24,2022-10-28,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR153-2022,Curso,"CURSO - PPDE E AÇÕES INTEGRADAS NA REGIÃO NORDESTE -  CAPACITAÇÕES PRESENCIAS PARA GESTORES(AS), REPRESENTANTES DE UEX, EEX, EM E MEMBROS DE CONSELHOS SOCIAIS  ",CE - Centro de Educação,CE - DEPARTAMENTO DE HABILITAÇÃO PEDAGÓGICA,2022-10-18,2022-10-19,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR155-2022,Curso,"CURSO - PPDE E AÇÕES INTEGRADAS NA REGIÃO NORDESTE -  III CAPACITAÇÕES PRESENCIAS PARA GESTORES(AS), REPRESENTANTES DE UEX, EEX, EM E MEMBROS DE CONSELHOS SOCIAIS-AL",CE - Centro de Educação,CE - DEPARTAMENTO DE HABILITAÇÃO PEDAGÓGICA,2022-10-20,2022-10-21,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR0-2022,Curso,CURSO  PPDE E AÇÕES INTEGRADAS NA REGIÃO NORDESTE IV,CCSA - Centro de Ciências Sociais Aplicadas,CCSA - DEPARTAMENTO DE ADMINISTRACAO,2022-12-20,2022-12-21,AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS,Em Trâmite,FINANCIAMENTO INTERNO
2022,CR165-2022,Curso,"CURSO - PPDE E AÇÕES INTEGRADAS NA REGIÃO NORDESTE -  IV CAPACITAÇÃO PRESENCIAL PARA GESTORES(AS), REPRESENTANTES DE UEx, EEx, EM E MEMBROS DE CONSELHOS SOCIAIS- ALAGOAS",CE - Centro de Educação,CE - DEPARTAMENTO DE EDUCAÇÃO DO CAMPO,2022-11-29,2022-11-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR27-2020,Curso,Curso Prático Preparatório de Fagote - 2020,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2020-03-09,2020-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR6-2021,Curso,Curso Prático Preparatório de Fagote - 2021,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2021-03-29,2021-07-16,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR93-2022,Curso,Curso Prático Preparatório de Fagote - Semestre 2022.1,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2022-08-15,2022-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR32-2023,Curso,Curso Prático Preparatório de Fagote - Semestre 2023.1,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2023-03-13,2023-06-23,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2020,CR9-2020,Curso,Curso Prático Preparatório de Trompete - 2020,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2020-03-09,2020-12-03,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR20-2023,Curso,Curso Prático Preparatório de Trompete - 2023,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2023-03-13,2023-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR14-2025,Curso,Curso Prático Preparatório de Trompete - 2025,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-02-12,2025-05-28,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR14-2020,Curso,Curso prático preparatório de tuba e eufônio /2020,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2020-03-09,2020-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR77-2021,Curso,Curso prático preparatório de tuba e eufônio /2021,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2021-08-09,2021-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR17-2022,Curso,Curso prático preparatório de tuba e eufônio /2022,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2022-03-28,2022-12-14,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR31-2023,Curso,Curso prático preparatório de tuba e eufônio /2023,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2023-03-13,2023-07-06,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR26-2024,Curso,Curso prático preparatório de tuba e eufônio /2024,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2024-03-12,2024-12-13,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR102-2022,Curso,Curso Prático Preparatório para Trompa Dupla,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2022-09-02,2022-12-17,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR21-2023,Curso,Curso Prático Preparatório para Trompa Dupla,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2023-03-13,2023-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR27-2024,Curso,Curso Prático Preparatório para Trompa Dupla,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2024-03-12,2024-12-13,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR22-2025,Curso,Curso Prático Preparatório para Trompa Dupla,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-03-05,2025-12-22,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR8-2020,Curso,Curso Preparatório de Canto - 2020,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2020-03-09,2020-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR17-2021,Curso,Curso Preparatório de Canto - 2021,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2021-03-29,2021-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR20-2020,Curso,Curso Preparatório de Viola,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2020-03-09,2020-06-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR15-2020,Curso,Curso Preparatório de Violino - 2020,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2020-03-09,2020-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR26-2021,Curso,Curso Preparatório de Violino - 2021 ,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2021-03-29,2021-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR29-2022,Curso,Curso Preparatório de Violino - 2022,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2022-03-28,2022-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR17-2023,Curso,Curso Preparatório de Violino - 2023,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2023-03-13,2023-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR8-2024,Curso,Curso Preparatório de Violino - 2024,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2024-03-12,2024-12-13,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR66-2025,Curso,Curso Preparatório de Violino - 2025,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-03-17,2025-07-18,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR160-2025,Curso,Curso Preparatório de Violino - 2025.2,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-08-11,2025-12-12,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR25-2022,Curso,Curso preparatório em trompete,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2022-03-21,2022-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR81-2025,Curso,Curso preparatório em Trompete - PERPETRO 2025,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-03-25,2025-06-20,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR180-2025,Curso,Curso preparatório em Trompete - PERPETRO 2025.2,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-08-04,2025-12-12,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2022,CR88-2022,Curso,Curso Preparatório ENADE 2022 (Relações Internacionais),CCSA - Centro de Ciências Sociais Aplicadas,CCSA - DEPARTAMENTO DE RELACÕES INTERNACIONAIS,2022-08-02,2022-12-06,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
