Ano Projeto,Codigo,Tipo de Ação,Titulo,Centro de Ensino,Unidade,Data Inicio,Data Fim,Situacao,Status_macro,Fonte Financiamento
2025,CR0-2025,Curso,Curso de escrita teatral Fabulações especulativas com caititus e outras feras - Edição I,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE ARTES CÊNICAS,2025-08-13,2025-10-29,NÃO APROVADO PELOS DEPARTAMENTOS,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2022,CR78-2022,Curso,CURSO DE ESPECIALIZAÇÃO TÉCNICA DE NÍVEL MÉDIO EM ENFERMAGEM: CUIDADOS AO PACIENTE CRÍTICO NEONATAL,CPT-ETS - COORDENAÇÃO ACADÊMICA GERAL DE CURSOS DA EDUCAÇÃO PROFISSIONAL,CPT-ETS - COORDENAÇÃO ACADÊMICA GERAL DE CURSOS DA EDUCAÇÃO PROFISSIONAL,2022-09-01,2023-07-01,PROJETO CANCELADO,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2023,CR148-2023,Curso,CURSO DE EXTENSÃO DE FORMAÇÃO DE EDUCADORES/AS DE JOVENS E ADULTOS  SEJA XXI,CE - Centro de Educação,CE - DEPARTAMENTO DE FUNDAMENTAÇÃO DA EDUCAÇÃO,2023-08-25,2023-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,PJ187-2023,Projeto,CURSO DE EXTENSÃO DE LÍNGUA INGLESA NO MUNICÍPIO DE CASSERENGUE PARA O FORTALECIMENTO DO TURISMO NO BREJO E CURIMATAÚ PARAIBANO,"CCHSA - Centro de Ciências Humanas, Sociais e Agrárias",CCHSA - DEPARTAMENTO DE CIÊNCIAS BÁSICAS E SOCIAIS,2023-06-01,2023-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR207-2024,Curso,Curso de Extensão: Direito à Saúde e Participação Comunitária na Atenção Primária,CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PROMOÇÃO DA SAÚDE,2024-08-22,2024-10-10,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR140-2023,Curso,"Curso de Extensão e Formação: ""Educação Popular em Saúde no SUS: Fundamentos e Práticas""",CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PROMOÇÃO DA SAÚDE,2023-08-22,2023-11-07,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR36-2024,Curso,CURSO DE EXTENSÃO E FORMAÇÃO EM PESQUISA CIENTÍFICA PARA PROTAGONISTAS DE MOVIMENTOS SOCIAIS POPULARES,CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PROMOÇÃO DA SAÚDE,2024-03-09,2024-09-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR18-2024,Curso,Curso de extensão em bandolim,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE EDUCAÇÃO MUSICAL,2024-02-15,2024-04-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR16-2020,Curso,Curso de Extensão em Clarinete - 2020,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2020-03-09,2020-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR3-2021,Curso,Curso de Extensão em Clarinete - 2021,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2021-03-29,2021-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR22-2022,Curso,Curso de Extensão em Clarinete - 2022,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2022-03-28,2022-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR33-2023,Curso,Curso de Extensão em Clarinete - 2023,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2023-03-13,2023-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR19-2024,Curso,Curso de Extensão em Clarinete - 2024,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2024-03-12,2024-12-13,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR54-2025,Curso,Curso de Extensão em Clarinete - 2025,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-03-10,2025-12-19,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2020,CR23-2020,Curso,Curso de Extensão em Clarinete Infanto­-Juvenil 2020,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2020-03-09,2020-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR27-2022,Curso,Curso de Extensão em Clarinete Infanto­-Juvenil 2022,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2022-03-28,2022-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR15-2023,Curso,Curso de Extensão em Clarinete Infanto­-Juvenil 2023,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2023-03-13,2023-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR13-2024,Curso,Curso de Extensão em Clarinete Infanto­-Juvenil 2024,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2024-03-12,2024-06-21,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR156-2022,Curso,CURSO DE EXTENSÃO EM COMEMORAÇÃO AOS 12 ANOS DO GEPEDUPSS: formação em Serviço Social e Educação Popular,CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE SERVIÇO SOCIAL,2022-11-09,2022-12-12,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR24-2020,Curso,Curso de Extensão em Contrabaixo - 2020,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2020-03-09,2020-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR4-2021,Curso,Curso de Extensão em Contrabaixo - 2021,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2021-03-29,2021-12-16,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR33-2022,Curso,Curso de Extensão em Contrabaixo - 2022,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2022-03-28,2022-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR38-2020,Curso,Curso de Extensão em Contrabaixo Elétrico - 2020,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2020-03-09,2020-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR24-2021,Curso,Curso de Extensão em Contrabaixo Elétrico - 2021,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2021-03-29,2021-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR21-2022,Curso,Curso de Extensão em Contrabaixo Elétrico - 2022,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2022-03-28,2022-09-16,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR21-2024,Curso,Curso de Extensão em Contrabaixo Elétrico - 2024,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2024-03-12,2024-12-13,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2025,CR56-2025,Curso,Curso de Extensão em Contrabaixo Erudito - 2025,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-03-17,2025-12-12,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2020,CR7-2020,Curso,Curso de Extensão em Flauta Transversal - 2020,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2020-03-09,2020-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR5-2021,Curso,Curso de Extensão em Flauta Transversal - 2021,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2021-03-29,2021-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR16-2022,Curso,Curso de Extensão em Flauta Transversal - 2022,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2022-03-28,2022-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR8-2023,Curso,Curso de Extensão em Flauta Transversal - 2023,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2023-03-13,2023-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR11-2024,Curso,Curso de Extensão em Flauta Transversal  - 2024,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2024-03-12,2024-12-13,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR41-2025,Curso,Curso de Extensão em Flauta Transversal - 2025,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-03-10,2025-12-12,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR25-2020,Curso,Curso de Extensão em Guitarra/Violão 2020,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2020-03-09,2020-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR26-2020,Curso,Curso de Extensão em oboé,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2020-03-09,2020-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR15-2021,Curso,Curso de Extensão em oboé,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2021-03-29,2021-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR28-2022,Curso,Curso de Extensão em oboé,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2022-03-28,2022-10-24,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR100-2025,Curso,Curso de Extensão em oboé,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-04-14,2025-12-12,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2022,CR119-2022,Curso,Curso de Extensão em Percussão ,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2022-09-14,2022-12-16,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR98-2023,Curso,Curso de Extensão em Percussão Popular,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2023-08-07,2023-09-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR9-2024,Curso,Curso de Extensão em Piano,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2024-03-12,2025-06-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR157-2025,Curso,Curso de Extensão em Piano 2025,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-08-11,2025-12-12,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR17-2020,Curso,CURSO DE EXTENSÃO EM SAXOFONE - 2020,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2020-03-09,2020-12-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR16-2021,Curso,CURSO DE EXTENSÃO EM SAXOFONE - 2021,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2021-03-29,2021-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR19-2022,Curso,CURSO DE EXTENSÃO EM SAXOFONE - 2022,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2022-03-28,2022-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR35-2023,Curso,CURSO DE EXTENSÃO EM SAXOFONE - 2023,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2023-03-13,2023-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR22-2024,Curso,CURSO DE EXTENSÃO EM SAXOFONE - 2024,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2024-03-12,2024-12-13,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR82-2025,Curso,CURSO DE EXTENSÃO EM SAXOFONE - 2025,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-03-24,2025-12-19,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2024,CR10-2024,Curso,Curso de Extensão em Trombone,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2024-03-12,2024-12-13,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,PJ85-2025,Projeto,Curso de Extensão em Trombone,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-03-17,2025-12-12,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2020,CR13-2020,Curso,Curso de Extensão em Trombone - 2020,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2020-03-09,2020-07-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR96-2023,Curso,Curso de Extensão em Trombone - 2023,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2023-08-07,2023-12-15,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2024,CR23-2024,Curso,Curso de Extensão em Trombone - 2024,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2024-03-12,2024-12-13,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2025,CR68-2025,Curso,Curso de Extensão em Trombone 2025,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-03-17,2025-12-12,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2024,CR24-2024,Curso,Curso de Extensão e Vivências em Práticas Integrativas e Populares de Saúde,CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PROMOÇÃO DA SAÚDE,2024-02-22,2024-04-25,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2023,CR160-2023,Curso,"CURSO DE EXTENSÃO - FORMAÇÃO EM EDUCAÇÃO POPULAR: cruzamentos entre teoria, pesquisa, ensino e extensão",CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PROMOÇÃO DA SAÚDE,2023-09-25,2024-07-17,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR249-2025,Curso,CURSO DE EXTENSÃO  GESTÃO COMERCIAL 360 Graus ,"CCHSA - Centro de Ciências Humanas, Sociais e Agrárias",CCHSA - DEPARTAMENTO DE CIÊNCIAS SOCIAIS APLICADAS,2025-08-27,2025-09-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR140-2020,Curso,"Curso de Extensão: ""Movimentos Populares e Práticas Sociais na construção da emancipação humana: conhecimentos, ideias e práticas""",CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PROMOÇÃO DA SAÚDE,2020-09-24,2020-12-10,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR71-2022,Curso,Curso de extensão música popular - cordas dedilhadas,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE EDUCAÇÃO MUSICAL,2022-08-01,2022-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR135-2020,Curso,"CURSO DE EXTENSÃO ONLINE DIÁLOGOS SOBRE GÊNERO E SEXUALIDADE, PELO FIM DA VIOLÊNCIA ",CCA - Centro de Ciências Agrárias,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,2020-09-21,2020-12-10,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR1-2024,Curso,Curso de Felicidade - Ano III,CTDR - Centro de Tecnologia e Desenvolvimento Regional,CTDR - DEPARTAMENTO DE TECNOLOGIA SUCROALCOOLEIRA,2024-01-29,2024-05-14,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR61-2022,Curso,"Curso de formação básica em Exercícios verdes, bem-estar, estética e desempenho humano",CCA - Centro de Ciências Agrárias,CCA - DEPARTAMENTO DE CIÊNCIAS FUNDAMENTAIS E SOCIAIS,2022-07-04,2022-08-29,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR203-2024,Curso,Curso de Formação Continuada de Educação em Direitos Humanos: educação e direitos humanos no estado da Paraíba,CE - Centro de Educação,CE - DEPARTAMENTO DE METODOLOGIA DA EDUCAÇÃO,2024-09-02,2024-12-31,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2021,CR0-2021,Curso,CURSO DE FORMAÇÃO CONTINUADA DE EDUCADORES EM EDUCAÇÃO DO CAMPO,CE - Centro de Educação,CE - DEPARTAMENTO DE EDUCAÇÃO DO CAMPO,2021-06-21,2021-12-20,REPROVADA,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2025,CR116-2025,Curso,CURSO DE FORMAÇÃO CONTINUADA - EDUCAÇÃO PARA A SEXUALIDADE: PERSPECTIVAS TEÓRICAS E POSSIBILIDADES PEDAGÓGICAS,CE - Centro de Educação,CE - DEPARTAMENTO DE METODOLOGIA DA EDUCAÇÃO,2025-07-15,2025-08-30,PROJETO CANCELADO,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2023,CR51-2023,Curso,CURSO DE FORMAÇÃO DA EQUIPE -ESPECIALIZAÇÃO TÉCNICA DE NÍVEL MÉDIO ENFERMAGEM ,CPT-ETS - COORDENAÇÃO ACADÊMICA GERAL DE CURSOS DA EDUCAÇÃO PROFISSIONAL,CPT-ETS - COORDENAÇÃO ACADÊMICA GERAL DE CURSOS DA EDUCAÇÃO PROFISSIONAL,2023-03-17,2023-03-24,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR252-2025,Curso,Curso de Formação de Facilitadores de Círculos de Construção de Paz,CE - Centro de Educação,CE - DEPARTAMENTO DE FUNDAMENTAÇÃO DA EDUCAÇÃO,2025-10-06,2025-10-08,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2021,CR135-2021,Curso,CURSO DE FORMAÇÃO E APERFEIÇOAMENTO PARA TERAPÉUTAS HOLÍSTICOS,PRÓ-REITORIA DE EXTENSÃO  (PROEX),PRÓ-REITORIA DE EXTENSÃO  (PROEX),2021-06-01,2022-02-25,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR98-2021,Curso,Curso de Formação Feminista,CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DIREÇÃO DE CENTRO,2021-09-01,2021-10-27,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,CR63-2021,Curso,Curso de formação inicial continuada para educadores/as do 1º (ciclos I e II) e 2º segmento (Ciclos III e IV) da Educação de Jovens e Adultos do Município de João Pessoa/PB,CE - Centro de Educação,CE - DEPARTAMENTO DE METODOLOGIA DA EDUCAÇÃO,2021-07-05,2021-12-20,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR68-2020,Curso,Curso de formação para a comunidade acadêmica e camponeses e camponesas para atuação em projetos de extensão universitária: um enfoque a partir das Ciências Biológicas,CCEN - Centro de Ciências Exatas,CCEN - DEPARTAMENTO DE SISTEMÁTICA E ECOLOGIA,2020-06-01,2020-07-10,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR141-2025,Curso,CURSO DE FORMAÇÃO PARA AGENTES COMUNITÁRIOS DE SAÚDE E AGENTES DE COMBATE ÀS ENDEMIAS DO MUNICÍPIO DE JOÃO PESSOA/PB  TURMA 1,"CPT-ETS - DEPARTAMENTO DE DIAGNÓSTICO, PRÁTICAS LABORATORIAIS E ODONTOLÓGICAS","CPT-ETS - DEPARTAMENTO DE DIAGNÓSTICO, PRÁTICAS LABORATORIAIS E ODONTOLÓGICAS",2025-07-11,2025-09-05,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2025,CR142-2025,Curso,CURSO DE FORMAÇÃO PARA AGENTES COMUNITÁRIOS DE SAÚDE E AGENTES DE COMBATE ÀS ENDEMIAS DO MUNICÍPIO DE JOÃO PESSOA/PB  TURMA 2,"CPT-ETS - DEPARTAMENTO DE DIAGNÓSTICO, PRÁTICAS LABORATORIAIS E ODONTOLÓGICAS","CPT-ETS - DEPARTAMENTO DE DIAGNÓSTICO, PRÁTICAS LABORATORIAIS E ODONTOLÓGICAS",2025-07-11,2025-09-05,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2025,CR143-2025,Curso,CURSO DE FORMAÇÃO PARA AGENTES COMUNITÁRIOS DE SAÚDE E AGENTES DE COMBATE ÀS ENDEMIAS DO MUNICÍPIO DE JOÃO PESSOA/PB  TURMA 3,"CPT-ETS - DEPARTAMENTO DE DIAGNÓSTICO, PRÁTICAS LABORATORIAIS E ODONTOLÓGICAS","CPT-ETS - DEPARTAMENTO DE DIAGNÓSTICO, PRÁTICAS LABORATORIAIS E ODONTOLÓGICAS",2025-07-11,2025-09-05,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2025,CR148-2025,Curso,CURSO DE FORMAÇÃO PARA AGENTES COMUNITÁRIOS DE SAÚDE E AGENTES DE COMBATE ÀS ENDEMIAS DO MUNICÍPIO DE JOÃO PESSOA/PB  TURMA 4,"CPT-ETS - DEPARTAMENTO DE DIAGNÓSTICO, PRÁTICAS LABORATORIAIS E ODONTOLÓGICAS","CPT-ETS - DEPARTAMENTO DE DIAGNÓSTICO, PRÁTICAS LABORATORIAIS E ODONTOLÓGICAS",2025-07-11,2025-09-05,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2025,CR158-2025,Curso,CURSO DE FORMAÇÃO PARA AGENTES COMUNITÁRIOS DE SAÚDE E AGENTES DE COMBATE ÀS ENDEMIAS DO MUNICÍPIO DE JOÃO PESSOA/PB  TURMA 5,"CPT-ETS - DEPARTAMENTO DE DIAGNÓSTICO, PRÁTICAS LABORATORIAIS E ODONTOLÓGICAS","CPT-ETS - DEPARTAMENTO DE DIAGNÓSTICO, PRÁTICAS LABORATORIAIS E ODONTOLÓGICAS",2025-07-11,2025-09-05,PENDENTE DE RELATÓRIO,Concluído,FINANCIAMENTO INTERNO
2020,PJ0-2020,Projeto,CURSO DE FORMAÇÃO PARA CUIDADOR DE IDOSOS DESOSPITALIZADOS COM EMINÊNCIA DE SE REOSPITALIZAR,PRÓ-REITORIA DE EXTENSÃO  (PROEX),PRÓ-REITORIA DE EXTENSÃO  (PROEX),2020-10-05,2021-03-31,AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS,Em Trâmite,FINANCIAMENTO INTERNO
2020,CR97-2020,Curso,"Curso de Formação ""Participação, Educação Popular e Promoção da Saúde: saberes, ideias e praticas""",CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PROMOÇÃO DA SAÚDE,2020-07-09,2020-07-31,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR141-2020,Curso,"Curso de Formação ""Participação, Educação Popular e Promoção da Saúde: saberes, ideias e praticas"" - Módulo 2",CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PROMOÇÃO DA SAÚDE,2020-10-06,2020-12-15,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,CR163-2024,Curso,Curso de Formação sobre a Prática em Serviço (Postec): aspectos conceituais e operacionais,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE ENFERMAGEM CLÍNICA,2024-06-17,2024-06-27,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2021,PJ0-2021,Projeto,Curso de Formação Sociopolítica e Cultural na Biblioteconomia - 2ª Edição,BIBLIOTECA CENTRAL,BIBLIOTECA CENTRAL,2021-05-03,2022-04-30,REPROVADA,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2020,PJ0-2020,Projeto,CURSO DE FORMAÇÃO TÉCNICA RÁPIDA PARA CUIDADORES DE IDOSOS JUNTO A PACIENTE DESOSPITALIZADOS COM EMINÊNCIA DE SE REOSPITALIZAREM,CENTRO DE REFERÊNCIA E ATENÇÃO À SAÚDE (CRAS),CENTRO DE REFERÊNCIA E ATENÇÃO À SAÚDE (CRAS),2020-08-03,2021-01-31,AGUARDANDO APROVAÇÃO DOS DEPARTAMENTOS,Em Trâmite,FINANCIAMENTO INTERNO
2024,PJ0-2024,Projeto,CURSO DE HISTÓRIA DO DIREITO PENAL,CCJ - Centro de Ciências Jurídicas,CCJ - DEPARTAMENTO DE CIÊNCIAS JURÍDICAS,2024-03-19,2024-05-21,PROPOSTA DEVOLVIDA PARA COORDENADOR REEDITAR,Em Trâmite,FINANCIAMENTO INTERNO
2021,CR30-2021,Curso,Curso de Imposto de Renda 2021,CCAE - Centro de Ciências Aplicadas e Educação,CCAE - DEPARTAMENTO DE CIÊNCIAS SOCIAIS APLICADAS,2021-03-16,2021-03-17,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2024,PJ71-2024,Projeto,Curso de Informática Básica para alunos CAVN/CCHSA,"CCHSA - Centro de Ciências Humanas, Sociais e Agrárias",CCHSA - DEPARTAMENTO DE GESTÃO E TECNOLOGIA AGROINDUSTRIAL,2024-02-26,2024-12-09,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2022,CR137-2022,Curso,Curso de Inglês Aplicado ao Turismo e a Internacionalização para o Desenvolvimento Regional,CCHLA - Centro de Ciências Humanas e Letras,CCHLA - DEPARTAMENTO DE LETRAS ESTRANGEIRAS E MODERNAS,2022-10-03,2022-12-05,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR94-2025,Curso,Curso de Inglês para Músicos,CCTA - Centro de Comunicação e Artes,CCTA - DEPARTAMENTO DE MÚSICA,2025-04-16,2025-07-16,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2020,CR0-2020,Curso,Curso de Iniciação a Pesquisa Científica IPqC (Edição 42),CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CLÍNICA E ODONTOLOGIA SOCIAL,2020-03-20,2020-07-31,REPROVADA,Cancelado/Reprovado,FINANCIAMENTO INTERNO
2024,CR211-2024,Curso,Curso de Iniciação em Reiki Nível 1 dos Sistemas Usui e Usui Tibetano,CCM - Centro de Ciências Médicas,CCM - DEPARTAMENTO DE PROMOÇÃO DA SAÚDE,2024-09-01,2024-11-30,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
2025,CR226-2025,Curso,CURSO DE INICIAÇÃO EM REIKI NÍVEL I DOS SISTEMAS USUI E USUI TIBETANO,CCS - Centro de Ciências da Saúde,CCS - DEPARTAMENTO DE CIÊNCIAS BIOMÉDICAS,2025-09-18,2025-11-13,CONCLUÍDA,Concluído,FINANCIAMENTO INTERNO
